,price,location,area,facing,no_of_bedroom,no_of_bathroom,no_of_livingroom,no_of_kitchen,parking,road_size,furniture,floors
0,32000000,Shital height,169.539,East,5.0,4.0,2.0,3.0,4.0,13.0,Semi Furnished,3.0
1,28000000,Shital Height,126.759,West,5.0,4.0,2.0,4.0,2.0,13.0,Semi Furnished,3.5
5,40000000,Shital height,169.012,North,6.0,4.0,2.0,2.0,4.0,13.0,Full Furnished,2.5
6,28000000,Bhaisepati,169.012,South,6.0,3.0,2.0,2.0,4.0,16.0,Full Furnished,2.5
7,40000000,Harisiddhi,295.771,East,6.0,4.0,2.0,2.0,4.0,13.0,Full Furnished,2.5
8,47000000,Shital height,340.132,East,6.0,4.0,2.0,3.0,4.0,13.0,Full Furnished,3.0
9,47000000,Cheu dada,211.265,East,6.0,5.0,2.0,2.0,2.0,13.0,Full Furnished,2.5
10,52500000,Bhaisepati,382.385,East,6.0,5.0,2.0,2.0,4.0,16.0,Full Furnished,2.5
11,42500000,Shital Height,169.012,North,6.0,4.0,2.0,3.0,4.0,13.0,Full Furnished,3.0
12,60000000,Sifal chowk,361.522,East,8.0,5.0,3.0,4.0,2.0,13.0,Full Furnished,3.5
13,35000000,baneshwor,126.759,North,5.0,3.0,3.0,4.0,1.0,10.0,Unfurnished,3.5
14,63000000,Shital Height,253.518,South,6.0,5.0,2.0,2.0,4.0,13.0,Full Furnished,2.5
15,28000000,Gadatantra chowk ,126.759,East,6.0,4.0,2.0,3.0,3.0,14.0,Semi Furnished,3.0
16,53500000,Shital height,340.132,South,6.0,4.0,1.0,2.0,4.0,13.0,Full Furnished,2.5
17,39000000,Bhaisepati,425.692,South-East,6.0,5.0,2.0,4.0,4.0,20.0,Semi Furnished,3.5
18,45000000,Shital height,169.012,South,4.0,4.0,1.0,3.0,4.0,13.0,Full Furnished,3.0
19,47000000,Shital height,382.91200000000003,East,6.0,7.0,3.0,3.0,1.0,13.0,Full Furnished,3.0
20,25200000,Tikathali,126.759,South,4.0,4.0,1.0,2.0,4.0,13.0,Semi Furnished,2.5
22,39000000,Imadol,383.439,North,7.0,5.0,1.0,4.0,4.0,16.0,Semi Furnished,3.5
23,39000000,Shital height,27380.0,South-East,5.0,5.0,2.0,3.0,5.0,13.0,Full Furnished,3.0
24,39500000,Shital Height,169.012,South,5.0,3.0,2.0,4.0,3.0,13.0,Semi Furnished,3.5
25,86000000,Dallu,338.024,South-East,10.0,7.0,4.0,4.0,4.0,13.0,Semi Furnished,4.0
26,38500000,Bojepokhari,211.792,North,8.0,6.0,3.0,3.0,4.0,20.0,Semi Furnished,3.0
27,42000000,Shital height,254.572,South,7.0,5.0,2.0,4.0,4.0,13.0,Semi Furnished,3.5
28,42500000,Shital height,169.012,South,7.0,5.0,2.0,4.0,3.0,13.0,Semi Furnished,3.5
29,22000000,Tempo park,341.18600000000004,South,4.0,4.0,2.0,2.0,2.0,13.0,Semi Furnished,2.5
30,30000000,Shital height,297.352,East,5.0,4.0,2.0,2.0,3.0,13.0,Semi Furnished,2.5
31,63500000,PASIKOT ,509.144,North-East,6.0,5.0,3.0,2.0,5.0,13.0,Semi Furnished,2.5
32,50000000,Sano bharyang,211.265,North-East,6.0,4.0,2.0,3.0,4.0,13.0,Full Furnished,3.0
33,17500000,Tej Binayak,148.149,South,4.0,3.0,1.0,2.0,2.0,12.0,Semi Furnished,1.5
34,63000000,Veenas residency,338.024,North,5.0,3.0,1.0,2.0,4.0,20.0,Semi Furnished,2.5
35,32500000,Thapagaun,126.759,North,16.0,4.0,2.0,4.0,3.0,20.0,Semi Furnished,4.0
36,33500000,Near karuna hospital ,169.012,West,6.0,4.0,2.0,2.0,4.0,13.0,Semi Furnished,2.5
37,31000000,Lasuntar,211.792,South-West,6.0,4.0,2.0,2.0,4.0,13.0,Semi Furnished,2.5
38,31000000,Lasuntar,211.792,South-West,6.0,4.0,2.0,2.0,4.0,13.0,Semi Furnished,2.5
39,29500000, Near karuna hospital,297.879,South,6.0,4.0,2.0,2.0,4.0,13.0,Semi Furnished,2.5
40,36500000,Bhangal,340.132,North-West,6.0,4.0,2.0,2.0,4.0,13.0,Semi Furnished,2.5
41,45000000,Shankhamul,211.265,North-East,5.0,3.0,2.0,2.0,4.0,13.0,Semi Furnished,2.5
42,80000000,Hattigauda,552.451,South-West,5.0,6.0,3.0,2.0,4.0,13.0,Semi Furnished,2.5
43,23000000,Imadol,255.626,North-East,5.0,3.0,2.0,3.0,4.0,13.0,Full Furnished,3.0
44,35000000,Mulpani,340.132,North-East,4.0,3.0,1.0,4.0,4.0,26.0,Semi Furnished,3.5
45,34500000,Bhangal height,190.929,North-West,5.0,4.0,2.0,3.0,4.0,13.0,Semi Furnished,3.0
46,32500000,Gairigaun,297.879,North,6.0,4.0,3.0,4.0,3.0,12.0,Semi Furnished,3.5
47,39500000,Ganesh Chowk,254.572,South-West,5.0,5.0,2.0,2.0,4.0,18.0,Semi Furnished,2.5
48,268000000,Baluwatar near Nepal Rastra Bank,1014.072,East,5.0,6.0,1.0,2.0,1.0,13.0,Semi Furnished,2.5
49,105000000,chappal karkhana,551.3969999999999,South-West,4.0,5.0,1.0,2.0,7.0,13.0,Semi Furnished,2.5
50,26000000,Sanagaun,126.759,North,6.0,4.0,2.0,2.0,4.0,20.0,Semi Furnished,2.5
51,31500000,Tikathali,382.385,South,5.0,6.0,1.0,2.0,4.0,13.0,Full Furnished,2.5
52,26500000,Tikathali,126.759,South,6.0,5.0,1.0,2.0,4.0,13.0,Semi Furnished,2.5
53,32500000,Tikathali,275.962,North,6.0,5.0,1.0,2.0,3.0,13.0,Semi Furnished,2.5
54,47500000,Nakkhipot,211.265,East,5.0,3.0,2.0,2.0,3.0,20.0,Full Furnished,2.5
55,30000000,Sanobharyang,126.759,North-East,4.0,3.0,3.0,4.0,3.0,20.0,Semi Furnished,3.5
56,33000000,Sanobharyang,383.439,North-East,5.0,3.0,3.0,2.0,4.0,22.0,Semi Furnished,2.5
57,17500000,Taukhel,126.759,North-East,2.0,2.0,1.0,1.0,3.0,10.0,Semi Furnished,1.0
58,28500000,Padma Colony,383.439,South-West,5.0,3.0,1.0,2.0,3.0,13.0,Semi Furnished,2.5
59,39000000,Dholahiti Lalitpur,211.792,North,5.0,3.0,2.0,2.0,4.0,13.0,Full Furnished,2.5
60,80000000,Budhanilkantha,338.024,South-West,5.0,5.0,2.0,2.0,3.0,13.0,Semi Furnished,2.5
61,32500000,Budhanilkantha,297.879,South-East,6.0,4.0,2.0,2.0,3.0,20.0,Semi Furnished,2.5
62,33000000,Bafal,211.792,South-East,5.0,3.0,2.0,2.0,3.0,13.0,Semi Furnished,2.5
63,32000000,Bhangal,169.539,South-West,6.0,4.0,2.0,2.0,3.0,13.0,Semi Furnished,2.5
64,35000000,Tikathali,169.012,South,6.0,4.0,3.0,3.0,3.0,20.0,Semi Furnished,3.0
65,36500000,Jala binayak colony,425.16499999999996,South,5.0,3.0,1.0,2.0,3.0,20.0,Full Furnished,2.5
66,35000000,Jala binayak colony,382.385,South,5.0,3.0,1.0,2.0,3.0,20.0,Full Furnished,2.5
67,25000000,Pragati Colony,297.879,West,5.0,4.0,2.0,3.0,4.0,13.0,Semi Furnished,3.0
68,57500000,Bhaisepati,253.518,East,4.0,3.0,1.0,2.0,4.0,13.0,Full Furnished,2.0
69,28500000,Tikathali,126.759,East,5.0,4.0,2.0,4.0,4.0,13.0,Full Furnished,3.5
70,35000000,Bhaisepati,148.149,East,4.0,4.0,1.0,2.0,4.0,20.0,Full Furnished,2.5
71,38000000,Tinthana,360.995,South,6.0,5.0,3.0,3.0,3.0,12.0,Semi Furnished,3.0
72,38000000,Kalanki,169.012,South-West,6.0,3.0,2.0,2.0,3.0,13.0,Semi Furnished,2.5
74,18500000,Satungal,255.09900000000002,South-East,3.0,2.0,1.0,2.0,3.0,31.0,Semi Furnished,2.5
75,38000000,Sitapaila,467.945,South-West,8.0,3.0,0.0,4.0,4.0,16.0,Semi Furnished,4.0
76,70000000,Raniban,339.078,North-West,7.0,5.0,2.0,2.0,5.0,20.0,Semi Furnished,2.5
77,80000000,Khadka Gau,507.036,North-East,6.0,6.0,2.0,2.0,7.0,14.0,Semi Furnished,2.5
78,37500000,Imadol,297.879,South,5.0,4.0,2.0,4.0,4.0,13.0,Full Furnished,3.5
79,52000000,Imadol,339.605,South,7.0,8.0,2.0,4.0,5.0,13.0,Full Furnished,3.5
80,54000000,Imadol,211.265,East,7.0,7.0,2.0,3.0,4.0,20.0,Full Furnished,3.0
81,42000000,Cozy home,340.659,East,4.0,4.0,1.0,3.0,4.0,13.0,Full Furnished,3.0
82,42000000,Cozy Home,126.759,West,4.0,4.0,1.0,3.0,4.0,13.0,Full Furnished,3.0
83,39000000,Dhapakhel ,340.132,East,6.0,5.0,2.0,3.0,4.0,20.0,Semi Furnished,3.0
84,52500000,Hattiban Housing,425.692,North-East,4.0,3.0,1.0,2.0,4.0,26.0,Full Furnished,2.5
85,70000000,Dhumbarahi,253.518,South,6.0,3.0,2.0,4.0,4.0,13.0,Full Furnished,4.0
86,77500000,Dholahiti Lalitpur,508.09,North-East,5.0,4.0,1.0,2.0,5.0,13.0,Semi Furnished,2.5
87,65000000,Green Hill City,382.385,South,5.0,5.0,3.0,3.0,4.0,20.0,Full Furnished,3.0
88,23500000,Naya Basti,148.149,South,5.0,3.0,2.0,3.0,2.0,11.0,Semi Furnished,3.0
89,70000000,Dreamz Homez Colony,467.945,North-East,4.0,4.0,2.0,2.0,3.0,16.0,Semi Furnished,2.5
90,22000000,Bajradham Colony,383.439,East,6.0,6.0,2.0,3.0,3.0,13.0,Semi Furnished,3.0
91,62500000,Hepali Heights,253.518,South,4.0,4.0,1.0,3.0,3.0,16.0,Semi Furnished,3.0
92,59000000,Dhapakhel Height,658.8739999999999,South,6.0,7.0,2.0,3.0,5.0,20.0,Full Furnished,3.0
93,80000000,Basundhara,338.024,East,8.0,4.0,2.0,3.0,6.0,26.0,Semi Furnished,3.0
95,33000000,Balkot,255.09900000000002,East,6.0,5.0,2.0,3.0,3.0,13.0,Full Furnished,3.0
96,80000000,Hepali Height,402.194,East,9.0,7.0,2.0,4.0,5.0,13.0,Semi Furnished,3.5
97,29800000,Imadol,169.012,West,5.0,3.0,2.0,2.0,6.0,13.0,Semi Furnished,2.5
98,34500000,Near Down Town Residency,297.879,North,5.0,4.0,2.0,3.0,3.0,16.0,Semi Furnished,3.0
99,27500000,Samakhushi,105.6325,East,4.0,4.0,3.0,4.0,3.0,16.0,Semi Furnished,4.0
100,30000000,Duwakot ,202.5943,South,4.0,3.0,1.0,2.0,1.0,13.0,Semi Furnished,2.5
101,37500000,Imadol,254.572,West,7.0,5.0,2.0,4.0,4.0,20.0,Semi Furnished,3.5
102,45000000,Bhaisepati,340.132,West,4.0,3.0,2.0,2.0,4.0,13.0,Full Furnished,2.5
103,41000000,Binayak Colony,169.012,North,4.0,3.0,2.0,2.0,3.0,16.0,Full Furnished,2.5
104,28000000,Sudarsan Height,297.879,South-West,5.0,4.0,2.0,2.0,3.0,14.0,Semi Furnished,2.5
105,40000000,Chakku Mandir House,126.759,North,4.0,4.0,1.0,2.0,4.0,12.0,Full Furnished,2.5
106,35500000,Manmohan hospital,169.012,South,5.0,3.0,2.0,2.0,4.0,13.0,Semi Furnished,2.5
107,65000000,Syuchatar,380.277,South-West,6.0,5.0,2.0,4.0,5.0,13.0,Full Furnished,3.5
108,21000000,Shital height,126.759,North-West,6.0,5.0,2.0,2.0,3.0,15.0,Full Furnished,2.5
109,50000000,Bhaisepati,296.825,East,4.0,3.0,2.0,2.0,4.0,13.0,Full Furnished,2.5
110,42500000,Shital height,275.962,North,6.0,5.0,2.0,4.0,4.0,16.0,Full Furnished,3.5
111,32500000,Paiyutar,426.21900000000005,South-East,6.0,4.0,2.0,2.0,3.0,14.0,Semi Furnished,2.5
112,21000000,Lubhu,212.31900000000002,East,5.0,4.0,2.0,2.0,3.0,13.0,Semi Furnished,2.5
113,92500000,Bakhundol,338.024,North,4.0,3.0,2.0,3.0,3.0,13.0,Semi Furnished,3.0
114,12500000,Sudal,255.626,North,4.0,2.0,0.0,1.0,1.0,6.0,Semi Furnished,1.0
115,27500000,Setipakha,212.31900000000002,South-West,5.0,4.0,2.0,2.0,4.0,13.0,Semi Furnished,2.5
116,67500000,Budhanilkantha,549.289,East,5.0,4.0,2.0,2.0,5.0,13.0,Semi Furnished,2.5
117,130000000,Pasikot,760.554,North,4.0,4.0,2.0,2.0,4.0,13.0,Semi Furnished,2.5
119,170000000,Near Talim Kendra,802.807,North,3.0,3.0,1.0,2.0,10.0,16.0,Semi Furnished,2.5
120,26500000,Shital Height,341.18600000000004,South,5.0,4.0,2.0,3.0,4.0,13.0,Semi Furnished,3.0
121,31000000,Budhanilkantha,340.132,North,6.0,6.0,2.0,2.0,4.0,13.0,Semi Furnished,2.5
122,27000000,Sanagaun,212.31900000000002,South,5.0,4.0,1.0,4.0,4.0,13.0,Full Furnished,3.5
123,29000000,Ochu Height,255.09900000000002,East,6.0,5.0,2.0,2.0,4.0,13.0,Full Furnished,2.5
124,135000000,Hattigauda,5476.0,East,5.0,8.0,2.0,2.0,7.0,13.0,Full Furnished,2.5
125,55000000,Bhaisepati,211.265,South,6.0,4.0,2.0,3.0,4.0,13.0,Semi Furnished,3.0
126,39500000,Bhangal,297.352,South-West,6.0,3.0,2.0,3.0,3.0,13.0,Full Furnished,3.0
127,33500000,ochu height,276.48900000000003,East,6.0,5.0,2.0,4.0,1.0,13.0,Full Furnished,3.5
128,23500000,Nepal ,135.2096,East,3.0,3.0,3.0,3.0,2.0,13.0,Unfurnished,3.0
130,38000000,Government Planning,169.012,East,4.0,4.0,1.0,2.0,1.0,13.0,Semi Furnished,2.5
131,115000000,Sukedhara,507.036,East,5.0,4.0,2.0,2.0,7.0,14.0,Semi Furnished,2.5
132,26900000,Nakkhu,297.879,North,5.0,5.0,2.0,2.0,4.0,16.0,Semi Furnished,2.5
133,26000000,Dhalmal,255.626,South,6.0,5.0,2.0,3.0,2.0,13.0,Semi Furnished,3.0
134,23000000,Tikathali,169.539,East,6.0,4.0,1.0,2.0,4.0,13.0,Semi Furnished,2.5
135,38500000,Ochu Height,383.439,West,6.0,4.0,1.0,2.0,4.0,13.0,Full Furnished,2.5
136,55000000,Imadol,211.265,West,5.0,4.0,2.0,4.0,3.0,13.0,Full Furnished,3.5
137,35000000,Setipakha,297.879,South-East,7.0,6.0,2.0,4.0,4.0,13.0,Full Furnished,3.5
138,24500000,Shital height,126.759,East,4.0,3.0,2.0,2.0,3.0,13.0,Semi Furnished,2.5
139,75000000,Mantri Marga,295.771,South-East,5.0,6.0,2.0,2.0,6.0,13.0,Semi Furnished,2.5
140,55000000,Bhaisepati,211.265,South,5.0,6.0,2.0,2.0,4.0,13.0,Semi Furnished,2.5
141,42500000,Shital height,275.962,North,6.0,5.0,1.0,4.0,4.0,13.0,Full Furnished,3.5
142,45000000,Near Ganesh chowk,425.692,East,5.0,5.0,1.0,2.0,4.0,20.0,Semi Furnished,2.5
143,28000000,Tikathali,169.539,East,6.0,4.0,1.0,2.0,4.0,13.0,Full Furnished,2.5
144,36500000,Bhaisepati,169.012,North,4.0,5.0,2.0,2.0,4.0,13.0,Semi Furnished,2.5
145,33000000,Near Ganesh chowk,169.539,West,6.0,4.0,1.0,2.0,4.0,14.0,Full Furnished,2.5
146,49500000,Imadol,425.692,West,6.0,3.0,1.0,4.0,6.0,13.0,Semi Furnished,3.5
147,29500000,Imadol,297.879,South,6.0,5.0,2.0,3.0,4.0,13.0,Semi Furnished,3.0
148,42000000,Bafal,211.265,South-East,4.0,4.0,1.0,3.0,3.0,11.0,Semi Furnished,3.0
149,24000000,Kritipur,319.269,West,7.0,4.0,1.0,4.0,4.0,13.0,Full Furnished,4.0
152,57500000,Hattigauda,339.078,West,5.0,4.0,2.0,3.0,4.0,20.0,Semi Furnished,3.0
153,57500000,Hattigauda,339.078,West,5.0,4.0,1.0,3.0,4.0,20.0,Semi Furnished,3.0
154,47000000,Italitar,211.265,South,4.0,6.0,2.0,3.0,3.0,13.0,Semi Furnished,3.0
155,75000000,Budhanilkantha,380.277,South,5.0,5.0,1.0,3.0,3.0,13.0,Semi Furnished,3.0
156,25000000,Near Grande Hospital,1955.29,North-East,4.0,4.0,2.0,2.0,1.0,13.0,Semi Furnished,2.5
158,48500000,Dholahiti,211.265,North,5.0,6.0,2.0,2.0,4.0,13.0,Semi Furnished,2.5
159,35000000,Sitapaila,297.879,South-East,5.0,5.0,1.0,2.0,3.0,22.0,Semi Furnished,2.5
160,52500000,Khadka gaun,424.63800000000003,South,6.0,3.0,2.0,3.0,3.0,13.0,Semi Furnished,3.0
165,67000000,Pasikot,296.825,East,7.0,5.0,2.0,3.0,5.0,20.0,Full Furnished,3.0
166,52500000,Budhanilkantha,318.742,East,4.0,6.0,1.0,3.0,3.0,20.0,Semi Furnished,3.0
168,60000000,Budhanilkantha,338.024,North-West,7.0,5.0,2.0,5.0,5.0,22.0,Semi Furnished,5.0
169,39500000,Shital height,340.132,West,7.0,6.0,2.0,3.0,5.0,13.0,Full Furnished,3.0
170,24000000,Near to CG Lakeview Housing,212.31900000000002,East,5.0,3.0,2.0,3.0,4.0,16.0,Semi Furnished,3.0
171,43500000,Near LRI School,253.518,North,10.0,6.0,4.0,5.0,7.0,16.0,Semi Furnished,5.0
172,38000000,Swoyambhu,340.132,North-East,6.0,3.0,2.0,4.0,5.0,13.0,Semi Furnished,4.0
173,70000000,Sitapaila,658.8739999999999,North-West,6.0,4.0,2.0,4.0,7.0,13.0,Semi Furnished,4.0
174,9500000,Itumbahal,676.048,South,2.0,2.0,1.0,1.0,10.0,16.0,Semi Furnished,1.0
175,31000000,Simchaphat,233.709,South-West,5.0,4.0,2.0,4.0,5.0,12.0,Semi Furnished,4.0
176,33000000,Mahalaxmisthan,126.759,South-East,6.0,3.0,1.0,3.0,6.0,11.0,Semi Furnished,3.0
177,14000000,Near LRI School,212.31900000000002,East,4.0,3.0,2.0,3.0,1.0,4.0,Semi Furnished,3.0
178,26000000,Dhapakhel,126.759,East,3.0,3.0,1.0,2.0,4.0,20.0,Semi Furnished,2.5
179,27500000,100 meters from Civil Home,169.012,North,7.0,3.0,3.0,3.0,4.0,13.0,Semi Furnished,3.0
180,38000000,Namgyal Chowk,297.879,North-East,8.0,4.0,3.0,3.0,4.0,13.0,Full Furnished,3.0
181,19000000,Thankot,126.759,East,6.0,3.0,1.0,3.0,4.0,14.0,Semi Furnished,3.0
182,19500000,Naikap,169.012,East,6.0,3.0,1.0,3.0,4.0,12.0,Semi Furnished,3.0
183,26500000,Pasikot,126.759,North-East,5.0,4.0,1.0,3.0,4.0,13.0,Semi Furnished,3.0
184,95500000,Sanepa,593.65,North,5.0,4.0,1.0,3.0,7.0,10.0,Semi Furnished,3.0
185,32500000,tempo park,126.759,East,6.0,5.0,2.0,2.0,1.0,13.0,Semi Furnished,2.5
186,20000000,Kathmandu ,297.879,North,6.0,2.0,1.0,2.0,2.0,8.0,Unfurnished,2.5
188,24000000,Sanagaun,126.759,East,6.0,4.0,2.0,3.0,4.0,13.0,Semi Furnished,3.0
189,24500000,Tikathali,212.31900000000002,West,5.0,3.0,2.0,3.0,4.0,13.0,Semi Furnished,3.0
190,27500000,Sanagaun,297.879,South-East,6.0,4.0,2.0,3.0,4.0,13.0,Semi Furnished,3.0
191,27000000,Tikathali,126.759,North,5.0,4.0,1.0,3.0,4.0,13.0,Semi Furnished,3.0
192,27500000,Tikathali,297.879,South,5.0,4.0,2.0,3.0,4.0,13.0,Semi Furnished,3.0
193,27000000,Tikathali,297.879,North,5.0,4.0,2.0,3.0,4.0,13.0,Semi Furnished,3.0
196,32000000,1 km from deuba chowk,211.265,West,4.0,3.0,1.0,2.0,4.0,13.0,Semi Furnished,2.5
197,33000000,Sundar basti,383.439,South,4.0,4.0,2.0,3.0,5.0,13.0,Semi Furnished,3.0
198,85000000,Bhaisepati,253.518,South-East,5.0,4.0,1.0,3.0,4.0,13.0,Full Furnished,3.0
199,42500000,Shital Height,254.572,North-West,7.0,6.0,2.0,4.0,4.0,16.0,Semi Furnished,4.0
200,55000000,Pasikot,253.518,South-East,8.0,5.0,3.0,3.0,4.0,13.0,Semi Furnished,3.0
201,35000000,Imadol Tempo Park,212.31900000000002,North,6.0,4.0,2.0,3.0,5.0,13.0,Semi Furnished,3.0
202,29500000,Halchowk,126.759,West,6.0,5.0,2.0,6.0,4.0,13.0,Semi Furnished,6.0
203,60000000,Ishan Colony,423.584,South-East,5.0,3.0,1.0,3.0,5.0,16.0,Semi Furnished,3.0
204,110000000,Sanepa Chowk,464.783,South,7.0,5.0,1.0,4.0,8.0,10.0,Semi Furnished,4.0
205,22500000,Hattiban,319.796,South,5.0,2.0,1.0,3.0,4.0,12.0,Semi Furnished,3.0
207,33000000,near Bhatbhateni,212.31900000000002,South,6.0,4.0,2.0,4.0,4.0,26.0,Semi Furnished,4.0
208,44500000,Mahalaxmi,169.012,North-West,6.0,6.0,2.0,4.0,4.0,26.0,Semi Furnished,4.0
209,70000000,Sunrise Height,509.144,South,6.0,5.0,2.0,4.0,4.0,13.0,Full Furnished,4.0
210,28000000, 700 meter away from main sitapaila chowk,362.04900000000004,South-West,4.0,3.0,2.0,3.0,4.0,13.0,Semi Furnished,3.0
211,17500000,Kalanki,341.18600000000004,South,5.0,3.0,2.0,3.0,4.0,13.0,Semi Furnished,3.0
212,29000000,Near LRI,297.879,South-East,7.0,5.0,3.0,4.0,4.0,15.0,Semi Furnished,4.0
217,70000000,Dhumbarahi,253.518,South,9.0,8.0,4.0,4.0,4.0,13.0,Full Furnished,4.0
218,48000000,Deuba chowk,295.771,South-East,3.0,3.0,1.0,3.0,1.0,13.0,Semi Furnished,3.0
220,31500000,Ochu Height,212.31900000000002,East,5.0,4.0,2.0,4.0,1.0,13.0,Full Furnished,4.0
221,32500000,Rajkulo,297.879,West,5.0,4.0,2.0,3.0,1.0,13.0,Semi Furnished,3.0
222,29000000,Rajkulo,212.31900000000002,South,6.0,5.0,2.0,4.0,1.0,13.0,Semi Furnished,4.0
223,46000000,Rumba Chwok,169.012,North-East,6.0,6.0,2.0,4.0,3.0,20.0,Semi Furnished,3.5
224,32500000,Rajkulo,212.31900000000002,West,5.0,4.0,2.0,4.0,3.0,13.0,Full Furnished,4.0
225,32500000,Yellow Gumba,169.012,South-East,5.0,6.0,2.0,2.0,3.0,16.0,Full Furnished,2.5
228,31000000,Manjurshree tole,426.21900000000005,West,3.0,4.0,2.0,3.0,1.0,13.0,Semi Furnished,3.0
229,43000000,Bhaisepati near Mediciti Hospital,211.265,South,6.0,5.0,2.0,3.0,1.0,13.0,Semi Furnished,3.0
230,35000000,Bhaisepati near Mediciti hospital,383.439,South,4.0,4.0,1.0,3.0,1.0,12.0,Semi Furnished,3.0
