,price,location,area,facing,no_of_bedroom,no_of_bathroom,no_of_livingroom,no_of_kitchen,parking,road_size,floors
864,"रु.6,75,00,000",Dhumbhari,0-6-2-0,South,12-Aug,5,1,,,16,2.5
865,"रु.3,00,00,000","Chunikhel,",3 aana 3 paisa,South,6,5,11,,,13,3
866,"रु.1,00,00,000",Phutung,3 aana 2 dam,East,2,1,4,,,8,1
867,"रु.2,35,00,000",Pepsicola,3.5 Anna,North,6,5,10,2,10,12,3
868,"रु.5,25,00,000",Tahachal,6 ana 1 paisa chanchun,East,1,1,8,,,8,2.5
869,"रु.1,95,00,000","Chunikhel,",2 aana 2 paisa 2 dam,South,4,3,9,,,10,2.5
870,"रु.3,60,00,000",dhapasi,2053.5 aqft,West,12-Aug,5,1,,,15,4
871,"रु.1,70,00,000","Tarkeshwor-08,",3 aana,East,12-Aug,6,14,,,10,3.5
872,"रु.3,50,00,000",Jorpati,1600 Sqft,South,12-Aug,5,15,,,12,3.5
873,"रु.1,15,00,000","Chandragiri,",3 aana 5 paisa,South,3,1,4,,,22,1
874,"रु.3,50,00,000","Kalanki,",3 aana,East,12-Aug,7,15,,,14,4
875,"रु.2,80,00,000",Manamaiju,3 aana 1 paisa,East,12-Aug,6,1,,,11,3
876,"रु.2,80,00,000",Balaju,3 aana 5 paisa,West,12-Aug,10-Aug,15,,,26,3.5
877,"रु.1,65,00,000","Thankot,",3 aana 1 Paisa,West,5,1,6,,,,2
878,"रु.7,50,00,000",Swoyambhu,4.5 ana,East,12-Aug,3,12,,,12,2.5
879,"रु.4,15,00,000Starting",,,,,,,,,,
880,"रु.2,80,00,000","Ramkot,",4 aana 1 paisa 2 dam,East,1,1,1,,,16,2.5
881,"रु.2,50,00,000",Harisiddhi,700 sqft,East,6,3,1,,,16,4
882,"रु.7,00,00,000",Satdobato,0-10-00-00,East,12-Aug,6,1,,,16,2.5
883,"रु.1,35,00,000",Thankot,3 aana,West,7,2,1,,,,3
884,"रु.1,70,00,000",Thankot,0-3-1-2,North,6,3,1,,,11,3
885,"रु.1,70,00,000",Thankot,3 aana 3 paisa,North,4,4,9,,,13,3
886,"रु.2,20,00,000",Kadaghari,3 aana 3 paisa,West,4,1,1,,,30,2.5
887,"रु.95,00,000",Sindhuli,3.5,East,4,2,1,,4,,2
888,"रु.2,90,00,000",Godamchaur,12 aanaa,South,12-Aug,6,15,,,13,2.5
889,"रु.2,00,00,000Starting",,,,,,,,,,
890,"रु.3,25,00,000",Kapan,5 aana 3 paisa,South,6,3,3,3,12,13,3
891,"रु.2,80,00,000",Nayapati,3ana 4 paisa,South,12-Aug,4,1,,,,3.5
892,"रु.28,00,00,000",Thamel,5.5 aana,East,12-Aug,10-Aug,15,,,20,5+
893,"रु.3,50,00,000",Bouddh,4 Ana,East,1,1,14,,,10,3.5
894,"रु.5,15,00,000",Narayanthan,8.1 Aana,South,6,3,8,,,13,3
895,"रु.3,30,00,000",Rudranagar,4.5 aana,West,6,1,10,,,20,3.5
896,"रु.2,67,00,000","Chandragiri-06,",5 aana,West,6,1,11,,,20,2.5
897,"रु.2,85,00,000","Paiyatar,",3 aana 4 paisa 1 daam,East,7,3,11,,,,2.5
898,"रु.1,80,00,000",Gurung,4 aana 5 paisa,North,2,4,1,,,16,1
899,"रु.1,20,00,000","Tarkeshwor-04,",0-4-1-3,West,1,1,1,,,3,1
900,"रु.3,50,00,000",Chappal,0-3-0-0,South,4,4,5,,,16,3.5
901,"रु.8,50,00,000",Sanobharyang,0-8-2-0,West,7,5,1,,,16,4.5
902,"रु.1,70,00,000",Kathmandu,0-2-2-0,West,4,2,1,,,16,2.5
903,"रु.2,95,00,000",Dhapasi,3 Aana,West,5,3,9,,,13,2.5
904,"रु.2,90,00,000",Jalpa,4 aana,South,1,1,11,,,13,1
905,"रु.5,75,00,000",Nakhipot,1500 Sqft,East,5,6,15,,,20,3.5
906,"रु.1,55,00,000",Tahachal,3.3.1 Aana,East,1,1,1,,,8,2
907,"रु.1,72,00,000","Khahare,",3 aana,South,5,1,9,,,10,1
908,"रु.3,25,00,000","Kadaghari,",3.5 aana,East,6,1,12,,,13,1
909,"रु.2,70,00,000","Narephat,",2.5 aana,East,1,1,9,,,28,1
910,"रु.2,55,00,000","BUDHANILKANTHA,",5.1 aana,East,5,3,9,,,14,1
911,"रु.2,90,00,000",Kapan,4 Aana,South,1,1,1,,,10,3
912,"रु.2,75,00,000",Paradise,3 aana 2 paisa,South,3,3,7,,,13,1
913,"रु.4,10,00,000","Sanep,",3 aana,South,6,5,7,,,10,2.5
914,"रु.3,85,00,000",Nayabasti,0-4-3 -0,East,6,5,10,,,20,2.5
915,"रु.2,30,00,000",Siddhikali,4 aana,North,5,3,9,2,9,20,3
916,"रु.2,05,00,000","Suryabinayak-Katunje,",3 Anna,South,4,3,8,,,,2.5
917,"रु.2,85,00,000","Besigaun,",4.5 aana,South,5,2,6,2,6,12,2.5
918,"रु.5,00,00,000",Hattiban,1200 sqft,North,4,3,1,,,20,2.5
919,"रु.2,60,00,000",Bhojad,26 dhur (13.8 aana),South,4,4,6,,,20,2
920,"रु.5,80,00,000",Bafal,0-8-3-1,East,6,5,8,,,12,2.5
921,"रु.16,00,00,000",Samakhusi,1 ropani,West,5,3,8,,,20,5+
922,"रु.2,05,00,000",Tribhuwan,4 aana,North,5,4,1,2,,13,2.5
923,"रु.6,00,00,000",Gwarko,8 and half aana,East,12-Aug,6,15,,,10,3.5
924,"रु.1,75,00,000",Jhakhadi,9.5 Dhur,East,1,1,8,,,13,2.5
925,"रु.5,60,00,000",Narayanghat,1000 sqft,East,1,1,1,,,6,1
926,"रु.2,35,00,000",nayabasti,5,South,1,1,8,,,10,2
927,"रु.2,85,00,000",Chauthe,5.45 anna,South,7,3,9,,,,3
928,"रु.14,00,00,000",Kupondol,5 aana,East,5,10-Aug,1,,,20,5+
929,"रु.2,60,00,000",Naikap,4,East,3,3,8,,,13,2.5
930,"रु.1,30,00,000",gokarna,3 aana,East,2,1,4,,,13,1
931,"रु.2,70,00,000",jorpati,3/1/2002,South,6,3,11,,,13,2.5
932,"रु.7,50,00,000",Balkot,10 anna,East,6,5,1,,,13,3.5
933,"रु.2,50,00,000",Kalikasthan,1 Anna 2 paisa,East,3,2,5,,,,2.5
934,"रु.3,80,00,000",Sanothimi,4 anna 3 paisa,West,6,4,15,,,13,2.5
935,"रु.3,25,00,000",Imadol,4 aana,North,5,4,9,,,13,2.5
936,"रु.5,00,00,000",bhetghat,7 anna,South,4,4,1,,,10,2.5
937,"रु.65,00,000",Beside,25.2 square ft,North,1,1,1,1,5,18,1
938,"रु.3,60,00,000",Imadol,7 / 2395.75,North,5,2,1,1,12,20,2.5
939,"रु.14,00,00,000","Chamati,",0-9-0-0.39,West,1,1,1,,,26,6
940,"रु.75,00,000",Bhuwanbasti,3645,North,4,1,1,1,6,20,1
941,"रु.1,60,00,000",Bhuwanbasti,7290,South,6,2,2,2,10,20,2.5
942,"रु.1,70,00,000",Banepa,1000 sqft,East,12-Aug,4,14,,14,20,3.5
943,"रु.1,60,00,000",Sitapaila,90.2square meter,West,2,2,2,,,,2
944,"रु.1,75,00,000",Jorpati,1500 Sqft,East,2,1,5,,,,1.5
945,"रु.2,70,00,000",Kageshwori,3 aana 2 paisa,North,6,3,11,,,13,2.5
946,"रु.9,25,00,000",Samakhusi,2000,East,12-Aug,5,1,,,20,5+
947,"रु.1,60,00,000",Imadol,500 Sqft,South,2,2,5,,,13,1.5
948,"रु.1,65,00,000","Imadol,",3 aana 3 daam,East,2,1,5,,,13,1.5
949,"रु.6,75,00,000",Panipokhari,0-4-0-3.79,North,4,1,5,,,20,3.5
950,"रु.4,50,00,000",Samakhusi,1711.25,East,7,4,2,2,10,10,2.5
951,"रु.3,00,00,000","Taukhel,",1540.125,East,5,5,8,,,6,2.5
952,"रु.1,60,00,000",mulpani,1000 sqft,East,4,3,8,,,10,3.5
953,"रु.1,75,00,000",Gothatar,3 aana,East,4,3,8,2,8,13,2.5
954,"रु.1,70,00,000",Near,1200 sqft,East,6,2,6,,,10,2.5
955,"रु.1,85,00,000",Kapan,3 ana,West,3,3,2,1,8,20,2.5
956,"रु.1,80,00,000",Khurkhure,15.97 ana,West,2,2,1,1,,10m,2
957,"रु.4,50,00,000",Narayangarh,15 Haat,East,8+,3,14,3,14,22,3
958,"रु.5,50,00,000",Deuwa,8 aana,East,8+,4,11,,,12,2.5
959,"रु.3,35,00,000",Chokhel,5anna,East,8+,4,9,,,12,3.5
960,"रु.2,10,00,000","Sudal,",0-3-3-0,East,8+,3,11,,,10,3.5
961,"रु.3,35,00,000",Chokhel,5anna,East,8+,4,1,,,12,3.5
962,"रु.4,95,00,000",Sukedhara,4 Anna,North,1,3,1,,13+,12,2
963,"रु.10,00,00,000",Bishalnagar,0-8-0-0,South,5,3,6,,,16,2.5
964,"रु.10,50,00,000",Khusibu,0-7-1-0,South,8+,5+,12,,,16,4
965,"रु.3,65,00,000",Khumaltar,0-3-2-1,East,3,4,3,,,13,2.5
966,"रु.7,00,00,000",Sukhedhara,7 aana,East,4,3,4,,,12,2.5
967,"रु.7,70,00,000",Sanepa,0-9-0-0,East,6,4,9,,,13,2.5
968,"रु.4,50,00,000",Seti,4.5 anna,East,8+,5+,13+,,,20,4
969,"रु.2,35,00,000",Imadol,0-3-0-0,East,4,4,1,2,7,13,2.5
970,"रु.3,10,00,000",Setipakha,4 aana,East,1,1,1,,,,1
971,"रु.2,60,00,000",Panchakanya,4 aana 3 paisa,North,2,2,1,1,4,10,2
972,"रु.4,20,00,000",Kohinoor,4 aana,South,4,3,5,,,14,2.5
973,"रु.16,00,00,000",Koteswore,17 Aana,East,6,4,1,,,20,2.5
974,"रु.2,30,00,000",Dhunge,3 anna,North,6,3,1,,,,3
975,"रु.7,50,00,000",sanepa,9 aana,South,5,2,7,,,20,2
976,"रु.80,00,000",Sanischare,151.25,East,4,1,1,,4,24,1
977,"रु.6,30,00,000",Dadhikot,10 Anna,South,5,5+,7,,,16,2.5
978,"रु.2,50,00,000",Tikathali,3.5 anna,South,3,3,3,3,10,13,2.5
979,"रु.2,35,00,000",Kapan,3.5 aana,South,5,3,10,,,10,2.5
980,"रु.2,65,00,000",Kapan,4 aana,East,5,3,10,,,10,2.5
981,"रु.8,00,00,000",Kausaltar,3762 Sqft,North,8+,5+,15,,,20,5+
982,"रु.1,60,00,000",Imadol,0-3-0-1,East,2,2,1,1,4,13,1
983,"रु.3,55,00,000",Sitapaila,1500 Sqft,East,6,4,10,,,10,2.5
984,"रु.15,00,00,000",Futung,3.5,South,2,1,4,,,16,1
985,"रु.3,00,00,000",Near,0-3-1-0,West,3,4,8,,,13,2.5
986,"रु.1,95,00,000",3,3 Aana,West,6,3,9,,,13,2.5
987,"रु.2,80,00,000",Lamachaur,4 aana,East,6,5+,10,2,10,,2.5
988,"रु.2,50,00,000",College,18 Dhur,North,8+,2,15,,,10,2
989,"रु.2,23,50,000",Balkhu,3 aaana,North,3,3,1,1,6,5,2.5
990,"रु.2,95,00,000",Goldhunga,1500 Sqft,West,8+,4,15,,,10,3.5
991,"रु.4,50,00,000",Banasthali,0-4-2-1,North,7,5+,9,,,13,3
992,"रु.3,80,00,000",Matatirtha,14 ana,North,8+,5+,15,,,,3
993,"रु.2,65,00,000",Chundevi,5-Apr,East,8+,4,11,,,13,3.5
994,"रु.1,27,00,000","Lambagar,",3 aana,North,3,1,4,,,10,1
995,"रु.1,43,00,000",Jorpati,2.2aana,South,3,3,3,,,10,2.5
996,"रु.20,00,00,000",Old,1-3-0-0,West,8+,5+,1,,,20,3.5
997,"रु.3,95,00,000",Grande,4.75 aana,North,4,3,6,,,20,1
998,"रु.1,15,00,000",Siran,1200 sqft,West,8+,3,3,,,12,2.5
999,"रु.4,15,00,000",Koteshwor,3 aana,East,1,4,9,,,10,3.5
1000,"रु.2,40,00,000",Kageshwori,3.5 aana,East,6,3,11,,,20,2.5
1001,"रु.12,00,00,000",Tinkune,12 aana,South,8+,5+,15,,,20,3.5
1002,"रु.5,50,00,000",Lubhu,6 Aana,North,7,5+,13+,,,16,3.5
1003,"रु.75,00,00,000",Duwakot,3.1 aana,South,4,1,4,,,10ft,1
1004,"रु.2,50,00,000",Imadol,898.44,East,6,3,1,2,12,10,3.5
1005,"रु.3,20,00,000",Near,3080 Sqft,South,1,2,10,,,32,2.5
1006,"रु.6,50,00,000",Bhangal,15.2 Aana,West,6,5+,11,,,,3.5
1007,"रु.2,60,00,000",Tikathali,5aana 2dam,West,5,3,10,,,12,2.5
1008,"रु.2,35,00,000","Imadol,lalitpur",3aana,East,4,3,7,,,13,2.5
1009,"रु.2,00,00,000",Imadol,3aana,East,4,3,8,,,13,2.5
1010,"रु.2,20,00,000",Imadol,3aana 1dam,East,4,3,8,,,13,2.5
1011,"रु.2,40,00,000",Imadol,3aana 1dam,East,4,3,8,,,13,2.5
1012,"रु.4,50,00,000",Budhanilkantha,6.25,North,8+,5,1,2,13+,14,2.5
1013,"रु.1,95,00,000","Imadol,Lalitpur",2.75 aana,East,4,3,8,,,20,2.5
1014,"रु.1,90,00,000",Lubhu,1000 sqft,East,5,3,8,,,13,2.5
1015,"रु.2,40,00,000",Radhe,800 sqft,North,4,4,1,,,7.5,4
1016,"रु.2,10,00,000",Satdobato,4 aana,East,8+,3,2,,11,6,3
1017,"रु.2,70,00,000",Shankhamul,2.5,West,3,1,8,,,20,4.5
1018,"रु.2,50,00,000",BASUNDHARA,4 aana,South,6,4,1,3,10,13,3.5
1019,"रु.1,55,00,000",sitapaila,2.5aana,South,5,3,8,,,13,3
1020,"रु.5,80,00,000",Dhapasi,9.24,North,5,5+,14,,,6,3.5
1021,"रु.2,35,00,000",Chasidol,4 aana 1 dam,West,6,3,2,2,13+,13,3
1022,"रु.3,25,00,000",Golfutar,4 anna,East,5,4,7,,,16,2.5
1023,"रु.1,85,00,000",Imadol,3aana,South,4,3,7,,,13,2.5
1024,"रु.2,30,00,000",Tikathali,3.5 ana,South,6,4,10,,,12,2.5
1025,"रु.2,35,00,000",Hattiban,1197.87,South,5,3,8,,,13,2.5
1026,"रु.1,75,00,000",Balagau,5aana,East,4,2,8,,,+12ft,2
1027,"रु.3,50,00,000",Basundhara,5.5 Aana,East,2,1,8,,,13,2.5
1028,"रु.6,00,00,000",Hupra,1500 Sqft,East,8+,4,1,,,20,3
1029,"रु.9,55,00,000",Anamnagar,11.5 Anna,East,7,4,3,3,13+,13,3
1030,"रु.2,50,00,000","Imadol,",3Aana 2Dam,South,4,3,8,,,13,2.5
1031,"रु.2,40,00,000",Imadol,0-3-0-1,East,4,3,8,,,13,2.5
1032,"रु.1,90,00,000",Imadol,3 Aana,South,4,3,7,,,13,2.5
1033,"रु.3,00,00,000",Swoyambhu,7 aana,East,1,1,1,,,,3
1034,"रु.1,30,00,000",Jharuwarashi,4 aana 3 paisa 1 daam,West,3,2,5,,,12,2
1035,"रु.1,80,00,000",Bhakumde,6 anna,West,6,5+,9,,,,2.5
1036,"रु.1,70,00,000",Checkpost,5,East,7,2,1,1,9,,2
1037,"रु.4,40,00,000",Bhaisepati,5 Anna,South,1,1,7,,,13,2.5
1038,"रु.2,60,00,000",Bhozad,1 kattha,East,8+,5+,13+,,,,3
1039,"रु.2,50,00,000",Hattiban,700 sqft,North,6,3,11,,,20,3
1040,"रु.6,80,00,000",Budhanilkantha,7.2 aana,South,6,5+,11,,,16,1
1041,"रु.3,70,00,000",Bhaisepati,5 Aana,East,4,4,1,,,16,2.5
1042,"रु.39,10,00,000",Maitidevi,34 Aana,East,1,1,1,,,,1
1043,"रु.6,35,00,000",Baneshwor,7.2Aana,North,8+,4,13+,,,20,2.5
1044,"रु.6,50,00,000",Koteshwor,9.2 Aana,South,6,3,1,,,16,3.5
1045,"रु.3,90,00,000",Khumaltar,4.2 Aana,East,4,4,1,,,16,2.5
1046,"रु.2,40,00,000",Budhanilkantha,4 aana,East,1,1,1,,,20,1
1047,"रु.2,70,00,000",Balwakhani,1440,East,3,3,7,,,12,2.5
1048,"रु.3,50,00,000",Itahari,15 Dhur,North,6,4,10,,,16,2.5
1049,"रु.2,00,00,000",Chabahil,4 ana,East,6,2,6,,,6,2.5
1050,"रु.6,95,00,000",Bhaisepati,6.2 aana,South,6,3,1,,,20,2.5
1051,"रु.2,30,00,000",Budhanilkantha,3.5 Aana,East,4,3,1,,,16,3
1052,"रु.1,60,00,000",Chunikhel,3.1,North,2,1,4,,,13,2
1053,"रु.4,00,00,000",Hanumanghat,1863 Sqft,South,1,4,15,,,12,3.5
1054,"रु.3,50,00,000","Taukhel,",4,West,5,4,11,,,,1
1055,"रु.2,25,00,000",Balkumari,3 aana,West,7,1,11,,,13,3.5
1056,"रु.85,00,000",Jhoor,1 anna 1 paisa,East,1,1,1,,,,5+
1057,"रु.1,60,00,000",Hattiban,3 aana,East,1,1,1,,,20,3
1058,"रु.7,00,00,000",Panipokhari,4anna 3.77 dam,East,4,1,1,,,,1
1059,"रु.2,60,00,000",Balaju,4.5 aana,East,4,3,8,,,13ft,2.5
1060,"रु.3,50,00,000",Baniyatar,4.5 anna,East,8+,5+,15,,,20,3
1061,"रु.2,35,00,000",10,10 aana,West,6,2,1,,,,2.5
1062,"रु.4,50,00,000","Mahankal,",6.5 Anna,East,5,2,7,,,,2.5
1063,"रु.3,50,00,000",Bhaisapati,3.5 aana,East,4,4,1,,,,1
1064,"रु.3,95,00,000",Tahachal,4.5 anna,East,1,1,1,,,10,3
1065,"रु.2,50,00,000",Gokarna,0-5-1-1,East,8+,3,3,1,12,44,2.5
1066,"रु.3,30,00,000",kathmandu,4.2 ana,North,3,4,1,1,5,12,2.5
1067,"रु.5,00,00,000",Bhaisepati,10 Anna,East,5,3,1,,,16,2.5
1068,"रु.1,60,00,000",Harisiddhi,3.5 aana,East,4,3,1,3,8,13,2.5
1069,"रु.42,00,000",Makwanpur,1200 sqft,East,4,1,3,,,,1
1070,"रु.4,00,00,000",Hattigauda,0-5-2-0,South,8+,6,1,3,14,28,4
1071,"रु.3,75,00,000",Deuba,5. 5 anna,South,5,3,1,1,8,13,2.5
1072,"रु.3,50,00,000",Saurahachowk,1822.5,East,8+,5+,15,,,20,3.5
1073,"रु.6,50,00,000",Grande,8 aana 2 paisa 2 daam,West,5,5+,8,,,18,3
1074,"रु.90,00,000",Samanthali,3.1,North,3,2,6,,,10,1.5
1075,"रु.1,94,99,988",Kalanki,1200 sqft,West,3,3,6,,,6,2.5
1076,"रु.1,98,00,000",Dhapakhel,0-3-0-0,South,4,3,2,2,8,20,2.5
1077,"रु.2,90,00,000",Lubhu,1750,South,5,4,9,,,20,1
1078,"रु.1,80,00,000",Deepnagar,5 dhur,North,8+,3,10,,,,9+
1079,"रु.2,45,00,000",Sano,3.5 aana,North,5,3,9,,,20,2.5
1080,"रु.55,00,000",Dhangadhi,800 sqft,North,4,1,4,,,13,1
1081,"रु.2,68,00,000",Passikot,4 annna,South,5,2,1,1,7,,2.5
1082,"रु.3,50,00,000",Birtabazar,1500 Sqft,East,4,1,1,,,60,1
1083,"रु.2,50,00,000",Phutung,0-4-2-1,East,5,4,1,,,12,2.5
1084,"रु.2,75,00,000",Naikap,4 anna,East,6,5+,11,,,13,2.5
1085,"रु.3,20,00,000",Panchetaar,4.75 aana,East,5,4,7,1,7,20,2.5
1086,"रु.2,02,00,000",Suryabinayak,3aana,East,7,4,10,,,10,3
1087,"रु.1,50,00,000",Dunchepakha,3.1 Ana,North,5,3,8,,,current,3
1088,"रु.1,10,00,000",Bhainsepati,3 aana,South,3,2,5,,,40feet,2
1089,"रु.4,50,00,000",Syuchatar,11 aana,East,7,4,1,,,20,3
1090,"रु.3,15,00,00,000",Naranthan,4ana,East,3,5+,10,,,13,7
1091,"रु.3,15,00,000",Thulobharyang,5.5ana,East,7,4,1,,,,4
1092,"रु.1,90,00,000",Kailali,Nepal,West,3,1,4,,,,1
1093,"रु.3,50,00,000",United,5.5 Aana,West,5,4,2,1,10,13,3
1094,"रु.1,85,00,000",Sanogaun,3.5 anna,East,5,3,9,,,13,2.5
1095,"रु.2,30,00,000",Pasikot,4.1paisa,South,1,5+,9,,,13,4
1096,"रु.91,00,000",Thali,900 sqft,West,3,2,6,,,10,2
1097,"रु.1,90,00,000",Imadol,0-3-3-0,East,4,3,8,,,14,2.5
1098,"रु.3,50,00,000",United,5.5 Aana,South,5,4,1,1,10,13,3
1099,"रु.1,50,00,000",Gundu,10/317.90,West,1,1,1,,,20,1
1100,"रु.2,80,00,000",Near,3 aana 1 paisa,South,8+,3,14,,,25,4
1101,"रु.3,20,00,000",near,4.2,East,8+,5+,14,,,20,3
1102,"रु.4,00,00,000",Harisiddhi,8 aana,East,8+,5+,1,,,12,2.5
1103,"रु.2,75,00,000",Banasthali,4aana,South,5,5+,2,3,12,13,2.5
1104,"रु.1,93,10,000",Lubhu,3-4 anna,East,3,2,7,,,,2.5
1105,"रु.2,85,00,000",7,7 aana,East,1,3,15,,,20,6
1106,"रु.2,80,00,000",Makalbari,4 anna,South,5,4,2,2,13+,10,2.5
1107,"रु.3,70,00,000",Kapan,6.1 aana,East,7,4,11,,,20,3.5
1108,"रु.3,25,00,000",Tinthana,1500 Sqft,East,8+,4,10,,,16,3
1109,"रु.2,20,00,000",815,4,North,5,3,11,,,20,3
1110,"रु.15,00,00,000",Dhapasi-Height,32 aana,South,4,4,2,1,8,9,3
1111,"रु.2,00,00,000",New,7,East,8+,5+,1,,,,3.5
1112,"रु.1,40,00,000",Kapan,3.5 Anna,East,2,2,9,,,12,3
1113,"रु.2,65,00,000",kalanki,4 aana,East,1,1,1,,,13,7
1114,"रु.3,00,00,000",Jorpati,1200 sqft,East,8+,3,12,,,13,3
1115,"रु.3,00,00,000",Syuchatar,4.5,East,1,5+,14,,,10,3.5
1116,"रु.8,00,00,000",Ason,0-2-0-3 aana,South,1,4,1,,,20,5+
1117,"रु.1,15,00,000",Makalbari,63.58,East,2,2,5,,,,2.5
1118,"रु.3,50,00,000",Gongabu,4 aana 2 dam,South,8+,5,3,3,13+,12,3.5
1119,"रु.1,45,00,000",Sitapaila,3.2 aana,East,3,3,1,1,8,10,2.5
1120,"रु.2,60,00,000",Tokha,1500 Sqft,East,5,4,1,,,20,2.5
1121,"रु.3,45,00,000",Taulung,6-7.5 aana,East,4,4,7,1,,20,2.5
1122,"रु.5,00,00,000",Balaju,0-4-2-2,South,8+,8+,4,3,14,10,4
1123,"रु.3,10,00,000",Chabahil,1194,East,8+,5+,15,,,,3.5
1124,"रु.3,75,00,000",Bhimsenthan,4 aana,East,8+,5+,15,,,12,4
1125,"रु.3,20,00,000",Tribhuwan,6 anna,East,5,4,3,2,11,20,2.5
1126,"रु.2,80,00,000",Kapan,0-4-0-0,East,7,4,11,,,13,2.5
1127,"रु.1,55,00,000",Duwakot,0-6-0-0,East,4,2,2,1,6,20,1.5
1128,"रु.2,40,00,000",Kapan,3.5,West,7,4,13+,,,13,3.5
1129,"रु.8,00,00,000",Nayagaun,0-12-0-0,North,7,5+,2,2,14,20,2.5
1130,"रु.1,60,00,000",Doleswor,700 sqft,East,6,3,7,,,6,3
1131,"रु.1,60,00,000",Hetauda,2151,East,2,1,1,,,13,1
1132,"रु.2,75,00,000",Naikap,0-4-0-0,South,5,3,10,,,13,2.5
1133,"रु.1,39,00,000",KAPAN,1200 sqft,North,2,1,4,,,13,1
1134,"रु.2,15,00,000",Khumaltar,0-3-1-0,South,3,3,8,,,12,2.5
1135,"रु.1,90,00,000",Kapan,4,West,2,1,4,,,10,1
1136,"रु.5,25,00,000",Bhairahawa,3380 sq ft,North,8+,5+,14,4,14,42,2
1137,"रु.13,00,00,000",Hadigaon,"11 anna 1 Paisa, 3800 sq ft",South,4,5+,2,2,,13,2.5
1138,"रु.1,50,00,000",Ranjha,18 aana,East,5,4,8,2,8,13,2
1139,"रु.1,25,00,000",Townplanning,2.5,South,2,1,4,,,8,1
1140,"रु.1,80,00,000",Bhatkepati,0-3-2-0,South,6,3,1,1,9,13,2.5
1141,"रु.75,00,000",Dadathok,3 ana,North,2,1,1,1,4,13,1
1142,"रु.1,05,00,000",Dadathok,0-2-3-2,West,3,2,2,2,7,13,3
1143,"रु.2,00,00,000",Banasthali,1027,North,5,3,2,2,12,7.6,2.5
1144,"रु.1,60,00,000",Teku,11 aana,North,1,1,1,,,13,4
1145,"रु.1,45,00,000",Mathatirtha,4 aana 1 paisa 1 dam,East,8+,3,10,,,13,2.5
1146,"रु.35,00,00,000","Dillibazar,",1500 Sqft +,South,7,3,1,,,10,3
1147,"रु.14,00,00,000",Basundhara,1.5 ropani,North,8+,3,3,3,,13,3
1148,"रु.1,60,00,000",Sukedhara,0-3-0-0,East,6,3,2,2,8,20,2.5
1149,"रु.3,50,00,000",Pulchowk,1 anna 3 paisa 1 dam,East,4,5+,15,,,7,5+
1150,"रु.2,10,00,000",Lamatar,4aana,West,7,3,11,,,13,2.5
1151,"रु.2,55,00,000",Syuchatar,0-5-2-2,West,4,2,7,,,10,2.5
1152,"रु.65,00,000","Buddhanagar,",8 dhur,North,2,2,1,1,4,12,1
1153,"रु.1,95,00,000",Imadol,900 sqft,East,5,5+,9,2,9,13,2.5
1154,"रु.3,00,00,000",Besi,4 Anna,East,6,3,12,,,12,3
1155,"रु.1,85,00,000",Thankot,9anna,West,4,1,4,,,10,1
1156,"रु.1,99,00,000",Sanagaun,0-3-2-0,East,8+,4,2,2,11,12,2.5
1157,"रु.2,20,00,000",bhangal,0-3-2-0,East,7,5+,11,,,13,2.5
1158,"रु.1,20,00,000",suryabinayak,0-3-0-0,East,2,1,1,1,1,12,1
1159,"रु.2,30,00,000",Sipadol,0-4-1-2,South,5,3,3,2,9,12,2.5
1160,"रु.1,15,00,000",Tikathali,0-2-2-0,East,3,1,1,1,4,12,1.5
1161,"रु.1,90,00,000",Jharankhu,0-0-0-0,East,7,4,2,2,11,13,2.5
1162,"रु.2,70,00,000",Kapan,0-4-0-0,East,5,5+,10,2,10,13,2.5
1163,"रु.3,50,00,000",Sukedhara,0-5-2-3,north,9,4,3,3,,12,3.5
1164,"रु.4,00,00,000",Balkumari,,South,5,4,9,,,20,2.5
1165,"रु.3,00,00,000",Sanepa,0-4-2-0,East,6,5,2,2,1,12,2.5
